Company_ID,Industry,Years_in_Business,Annual_Revenue_M,Website_Visits_30d,Whitepaper_Downloads,Credit_Score_Proxy,Prior_Amex_Relationship,Converted
1572,Manufacturing,17,43.52,2,0,686,1,0
1573,Retail,14,19.65,5,0,695,0,0
1574,Retail,7,17.82,10,0,739,0,1
1575,Consulting,22,49.91,8,0,718,0,1
1576,Consulting,19,24.38,2,0,744,0,0
1577,Manufacturing,1,40.36,4,0,658,0,1
1578,Healthcare,20,40.35,4,1,731,0,1
1579,Manufacturing,15,46.36,2,0,678,0,0
1580,Healthcare,18,4.7,6,2,765,1,1
1581,Healthcare,3,13.93,7,0,768,1,1
1582,Consulting,18,38.5,4,0,623,0,0
1583,Tech,2,28.35,3,1,652,0,0
1584,Tech,10,28.2,5,0,653,1,0
1585,Retail,11,8.73,7,0,691,0,0
1586,Consulting,24,14.42,1,0,663,0,1
1587,Healthcare,3,26.31,7,0,626,0,0
1588,Tech,7,14.22,8,0,734,1,0
1589,Healthcare,8,10.91,3,0,704,0,0
1590,Tech,19,4.84,4,0,641,0,0
1591,Tech,18,8.21,7,0,657,0,0
1592,Tech,13,38.56,6,0,621,0,0
1593,Consulting,13,36.08,8,1,609,0,1
1594,Manufacturing,24,2.77,1,0,596,0,0
1595,Healthcare,19,10.56,8,1,624,0,1
1596,Consulting,23,28.24,9,1,635,0,1
1597,Consulting,12,16.47,4,0,690,1,0
1598,Consulting,17,41.25,4,0,664,1,0
1599,Consulting,22,39.36,2,0,698,0,0
1600,Consulting,12,44.63,4,0,713,0,0
1601,Retail,13,28.37,4,0,765,1,0
1602,Healthcare,12,17.93,2,0,667,0,0
1603,Consulting,19,30.5,7,0,715,0,0
1604,Healthcare,14,4.91,7,0,737,0,0
1605,Retail,7,0.97,4,0,641,0,0
1606,Retail,13,1.35,6,2,614,0,0
1607,Healthcare,6,20.67,6,0,655,0,0
1608,Tech,24,11.79,3,0,690,0,0
1609,Manufacturing,19,8.29,5,0,632,0,0
1610,Tech,19,30.96,11,0,707,0,1
1611,Tech,4,49.76,7,1,758,0,1
1612,Tech,19,9.3,6,0,737,0,0
1613,Consulting,9,27.55,0,0,619,1,0
1614,Retail,16,6.43,10,0,731,1,0
1615,Tech,4,46.74,6,1,675,0,1
1616,Retail,6,14.94,6,0,726,0,0
1617,Healthcare,8,43.98,3,0,676,0,0
1618,Manufacturing,24,14.51,7,0,682,1,1
1619,Healthcare,16,40.4,6,1,713,1,1
1620,Healthcare,5,10.86,1,2,778,0,0
1621,Consulting,21,14.99,5,0,710,1,0
1622,Manufacturing,22,10.03,4,1,654,0,0
1623,Healthcare,10,13.58,3,1,692,0,0
1624,Healthcare,23,41.83,5,0,756,0,1
1625,Manufacturing,13,32.13,5,0,722,0,1
1626,Manufacturing,14,20.59,5,1,617,0,0
1627,Healthcare,7,48.59,5,1,712,0,1
1628,Manufacturing,20,23.51,0,1,743,0,0
1629,Healthcare,6,48.5,0,1,800,0,0
1630,Healthcare,7,10.23,9,0,632,0,0
1631,Consulting,5,45.28,6,2,657,0,0
1632,Tech,21,1.18,6,2,746,0,0
1633,Healthcare,18,27.49,1,0,684,0,0
1634,Retail,23,21.44,7,0,682,0,0
1635,Tech,12,26.49,5,0,672,0,1
1636,Tech,6,27.9,6,0,716,0,0
1637,Tech,1,19.76,6,0,746,0,0
1638,Consulting,4,49.91,6,0,675,0,0
1639,Healthcare,19,48.84,2,0,630,1,1
1640,Consulting,12,48.11,3,1,728,0,1
1641,Healthcare,15,48.96,4,0,647,0,0
1642,Consulting,3,39.75,5,0,727,0,1
1643,Consulting,23,49.44,3,2,701,1,0
1644,Retail,20,44.67,6,1,687,0,0
1645,Consulting,8,21.09,6,0,660,0,0
1646,Manufacturing,11,39.35,4,0,685,0,0
1647,Retail,16,45.65,6,0,695,0,0
1648,Consulting,9,35.77,6,0,684,0,1
1649,Tech,3,21.43,9,0,769,0,1
1650,Manufacturing,5,3.76,2,1,702,0,0
1651,Manufacturing,20,40.58,4,2,636,0,1
1652,Manufacturing,14,47.66,2,1,645,0,0
1653,Retail,15,18.44,5,0,710,0,0
1654,Consulting,6,8.02,4,0,610,0,0
1655,Consulting,4,16.66,6,0,761,0,0
1656,Tech,8,29.34,4,0,767,1,0
1657,Tech,19,16.19,4,0,631,0,0
1658,Manufacturing,5,30.73,5,0,713,0,0
1659,Tech,13,48.36,3,0,720,0,0
1660,Retail,16,33.7,7,0,776,0,0
1661,Consulting,1,18.45,7,0,759,0,0
1662,Manufacturing,13,46.82,6,2,645,1,0
1663,Tech,22,28.5,4,0,680,0,0
1664,Retail,11,6.85,6,0,649,0,1
1665,Retail,21,25.2,2,1,673,0,0
1666,Tech,8,32.86,5,0,642,0,0
1667,Consulting,8,41.99,4,0,614,0,1
1668,Tech,24,46.86,11,0,812,1,1
1669,Manufacturing,14,16.21,5,0,612,0,0
1670,Tech,13,8.2,3,0,731,1,0
1671,Retail,3,4.15,3,0,645,0,0
1672,Tech,4,37.05,2,0,607,0,1
1673,Consulting,20,39.86,7,1,651,0,0
1674,Healthcare,15,20.76,4,0,751,0,0
1675,Tech,15,20.1,3,0,739,0,0
1676,Consulting,21,47.73,6,2,776,0,0
1677,Consulting,13,45.88,2,1,711,0,0
1678,Retail,9,12.05,7,0,613,0,0
1679,Consulting,10,39.15,4,0,677,0,0
1680,Consulting,12,31.32,5,0,726,0,0
1681,Consulting,14,8.13,9,0,699,0,0
1682,Consulting,1,18.16,4,2,661,0,0
1683,Manufacturing,14,9.28,4,0,653,0,0
1684,Manufacturing,14,15.11,6,1,714,0,1
1685,Retail,8,30.96,1,0,726,0,0
1686,Tech,16,19.08,6,0,709,0,0
1687,Consulting,14,20.01,5,0,754,1,0
1688,Tech,1,27.21,5,0,603,0,0
1689,Tech,16,4.82,6,0,684,0,0
1690,Retail,18,37.07,7,0,696,0,1
1691,Consulting,7,20.38,5,2,728,0,0
1692,Consulting,15,24.28,6,0,769,1,0
1693,Healthcare,24,48.73,6,0,729,0,0
1694,Tech,17,17.55,5,0,711,0,0
1695,Tech,19,32.59,6,1,680,0,1
1696,Manufacturing,23,19.93,4,0,734,1,0
1697,Healthcare,13,44.77,3,0,704,0,0
1698,Manufacturing,9,42.41,5,0,678,1,0
1699,Manufacturing,24,12.46,8,2,749,0,0
1700,Manufacturing,24,34.74,5,1,686,0,1
1701,Retail,15,3.73,2,1,710,0,1
1702,Retail,3,48.18,7,0,656,0,1
1703,Manufacturing,24,17.78,6,0,720,1,0
1704,Healthcare,1,41.68,5,2,716,0,1
1705,Tech,16,16.26,5,0,667,0,0
1706,Healthcare,8,31.82,3,0,740,0,0
1707,Consulting,23,49.19,7,0,724,0,1
1708,Retail,13,43.9,7,0,688,0,0
1709,Tech,8,8.44,7,2,684,1,0
1710,Tech,17,27.6,3,0,704,0,0
1711,Consulting,22,17.75,5,2,774,0,0
1712,Consulting,23,22.0,6,0,673,1,0
1713,Manufacturing,14,17.09,5,0,665,1,0
1714,Retail,21,17.13,5,1,777,0,0
1715,Retail,21,27.36,4,0,808,0,1
1716,Healthcare,7,10.0,5,0,658,0,0
1717,Manufacturing,15,27.1,5,0,701,0,0
1718,Manufacturing,16,14.31,5,1,634,0,1
1719,Manufacturing,19,14.8,5,1,668,0,1
1720,Manufacturing,6,37.07,6,1,687,1,1
1721,Retail,23,1.96,6,1,700,0,0
1722,Retail,1,19.36,3,0,628,0,0
1723,Manufacturing,12,20.67,11,0,692,0,0
1724,Healthcare,18,24.51,2,0,712,1,0
1725,Tech,16,33.62,4,0,675,0,0
1726,Tech,12,18.8,5,0,751,0,0
1727,Healthcare,20,11.05,3,0,709,0,0
1728,Manufacturing,13,44.3,4,1,735,0,1
1729,Retail,8,49.06,6,2,658,0,0
1730,Tech,22,1.49,4,0,678,0,0
1731,Consulting,1,27.55,8,1,663,0,0
1732,Consulting,21,17.41,3,0,713,0,0
1733,Healthcare,7,14.21,5,0,701,0,0
1734,Manufacturing,15,17.12,8,0,641,1,0
1735,Tech,22,32.12,5,1,681,0,1
1736,Manufacturing,13,9.94,2,0,794,0,0
1737,Tech,13,45.69,4,0,594,0,1
1738,Healthcare,9,23.57,4,0,647,0,0
1739,Healthcare,24,16.62,3,1,752,1,0
1740,Consulting,15,38.39,5,0,700,0,0
1741,Manufacturing,4,1.31,8,0,754,1,1
1742,Consulting,13,21.88,7,0,734,0,0
1743,Manufacturing,12,18.09,3,0,786,0,0
1744,Consulting,5,17.24,8,1,605,0,1
1745,Retail,7,17.19,6,0,701,0,0
1746,Retail,8,2.05,5,0,754,0,0
1747,Retail,5,8.03,3,0,771,1,0
1748,Retail,9,7.52,6,0,682,0,0
1749,Tech,14,49.44,4,0,793,0,1
1750,Retail,12,1.6,6,0,658,0,0
1751,Healthcare,4,8.77,5,0,692,0,0
1752,Healthcare,20,48.72,9,1,744,1,0
1753,Tech,8,31.6,5,0,721,0,0
1754,Retail,17,22.81,4,2,705,0,0
1755,Retail,8,4.4,4,0,703,0,0
1756,Retail,21,33.65,7,0,711,1,0
1757,Consulting,1,7.32,5,1,838,0,0
1758,Manufacturing,20,33.72,5,0,706,1,0
1759,Consulting,2,48.97,2,1,714,0,0
1760,Manufacturing,4,26.83,7,1,730,0,0
1761,Retail,24,11.1,2,0,664,1,0
1762,Retail,21,31.45,7,1,669,1,1
1763,Consulting,1,25.89,3,0,716,0,0
1764,Consulting,7,26.89,6,0,641,0,0
1765,Manufacturing,1,24.17,7,0,666,0,0
1766,Healthcare,9,33.85,4,1,710,0,0
1767,Manufacturing,3,28.81,6,0,716,0,1
1768,Consulting,12,49.36,3,0,781,0,0
1769,Consulting,19,41.38,6,0,704,0,0
1770,Tech,15,13.6,6,0,697,0,0
1771,Consulting,22,36.42,7,0,530,0,0
1772,Tech,16,11.11,7,0,657,0,0
1773,Healthcare,10,39.23,8,0,796,0,0
1774,Manufacturing,22,7.8,4,0,606,0,0
1775,Manufacturing,6,23.94,3,0,778,0,0
1776,Tech,17,39.64,6,0,688,1,0
1777,Manufacturing,21,14.37,3,0,741,0,0
1778,Consulting,22,41.94,6,1,701,0,1
1779,Retail,24,32.39,4,0,797,1,0
1780,Tech,17,20.18,5,0,601,0,0
1781,Manufacturing,21,21.46,4,0,736,0,0
1782,Tech,19,46.34,6,2,791,0,1
1783,Tech,18,11.28,6,0,684,0,0
1784,Retail,11,34.82,10,1,728,0,1
1785,Consulting,24,35.51,5,0,712,0,1
1786,Tech,7,46.16,3,0,671,0,0
1787,Manufacturing,10,35.8,7,0,672,0,1
1788,Healthcare,7,29.43,3,0,712,0,0
1789,Tech,5,45.17,4,0,622,0,0
1790,Tech,12,41.54,4,0,684,0,1
1791,Retail,16,35.98,3,0,628,0,0
1792,Consulting,21,2.11,10,0,672,1,0
1793,Healthcare,18,18.99,5,0,790,0,0
1794,Manufacturing,3,31.78,7,0,646,0,0
1795,Healthcare,20,26.35,7,0,678,0,0
1796,Manufacturing,15,16.31,5,1,673,1,1
1797,Consulting,5,7.65,4,0,734,1,0
1798,Manufacturing,13,27.87,6,0,711,1,0
1799,Retail,19,14.65,4,0,709,0,0
1800,Retail,12,12.03,3,1,756,1,0
1801,Retail,23,20.25,5,0,652,0,0
1802,Retail,21,39.38,5,0,656,0,0
1803,Healthcare,5,24.65,3,1,783,0,0
1804,Consulting,6,11.22,5,1,801,1,0
1805,Manufacturing,7,6.29,4,0,598,0,0
1806,Manufacturing,10,25.2,8,0,745,0,0
1807,Retail,16,39.82,1,0,664,0,1
1808,Retail,8,32.81,4,2,781,0,0
1809,Tech,9,11.99,4,1,703,0,0
1810,Consulting,4,22.12,4,0,589,0,0
1811,Healthcare,21,42.83,7,1,715,1,0
1812,Manufacturing,21,9.29,2,0,730,0,0
1813,Tech,8,26.84,1,0,707,0,0
1814,Tech,7,18.13,5,0,767,0,1
1815,Manufacturing,15,6.65,7,0,756,0,0
1816,Healthcare,21,2.97,4,0,706,1,0
1817,Tech,3,28.02,7,0,598,1,0
1818,Tech,17,1.53,11,2,711,1,0
1819,Consulting,11,5.62,3,1,689,1,0
1820,Healthcare,9,17.7,4,0,695,1,0
1821,Tech,5,2.65,3,0,671,0,0
1822,Healthcare,10,20.32,5,0,615,0,0
1823,Manufacturing,15,6.95,3,0,646,0,0
1824,Retail,14,17.82,9,0,748,0,1
1825,Tech,4,39.66,6,0,753,1,1
1826,Consulting,21,31.51,6,1,783,0,1
1827,Manufacturing,20,22.55,6,0,688,0,0
1828,Healthcare,2,5.05,9,0,698,1,0
1829,Manufacturing,12,31.15,6,2,653,0,0
1830,Tech,1,8.6,10,0,710,0,1
1831,Healthcare,24,4.29,8,2,696,0,0
1832,Retail,20,33.37,3,0,630,0,0
1833,Manufacturing,5,45.65,7,1,723,0,1
1834,Tech,6,23.3,0,0,613,0,0
1835,Consulting,24,2.53,2,1,642,0,0
1836,Healthcare,11,44.07,3,0,715,0,1
1837,Manufacturing,8,3.82,6,1,651,0,1
1838,Manufacturing,7,43.44,5,0,670,0,0
1839,Retail,4,19.9,6,1,696,0,0
1840,Retail,6,18.59,3,0,739,0,0
1841,Consulting,16,27.37,6,1,766,0,1
1842,Consulting,20,47.88,4,1,659,1,1
1843,Tech,15,44.99,5,0,743,0,1
1844,Tech,14,23.78,7,1,681,0,0
1845,Consulting,23,34.94,8,0,685,1,0
1846,Consulting,12,29.23,5,0,705,1,0
1847,Healthcare,12,34.83,4,2,763,0,1
1848,Retail,16,41.55,8,0,711,0,0
1849,Tech,15,2.21,7,1,692,0,1
1850,Retail,13,16.63,2,0,716,1,0
1851,Retail,11,47.99,3,0,719,0,0
1852,Consulting,17,47.49,7,0,609,1,0
1853,Healthcare,21,1.06,4,0,726,0,0
1854,Manufacturing,15,10.47,6,0,719,0,0
1855,Healthcare,14,49.69,8,0,737,0,1
1856,Healthcare,10,24.89,4,0,690,0,0
1857,Retail,12,28.86,2,0,706,0,0
1858,Healthcare,16,8.74,8,1,694,0,0
1859,Tech,15,44.77,9,1,704,0,1
1860,Retail,10,11.95,2,0,719,0,0
1861,Tech,4,9.89,2,1,737,0,0
1862,Manufacturing,23,11.79,6,1,725,0,0
1863,Retail,9,46.02,3,0,710,0,0
1864,Manufacturing,21,35.29,8,0,632,0,1
1865,Retail,20,38.55,4,0,691,0,0
1866,Consulting,9,19.16,4,0,726,0,0
1867,Healthcare,21,45.5,8,0,615,0,0
1868,Consulting,24,39.58,5,0,850,0,1
1869,Manufacturing,20,37.65,2,0,685,0,0
1870,Healthcare,11,48.56,6,2,652,0,0
1871,Retail,11,18.63,3,0,676,0,0
1872,Healthcare,7,30.74,10,0,664,1,0
1873,Tech,21,45.54,6,0,760,0,0
1874,Healthcare,10,39.65,5,1,755,0,1
1875,Tech,4,28.39,6,0,779,0,0
1876,Healthcare,5,4.27,3,0,671,1,0
1877,Tech,5,32.81,10,0,743,0,0
1878,Manufacturing,11,26.56,2,0,691,0,0
1879,Consulting,9,9.62,2,0,745,0,1
1880,Retail,16,44.17,4,1,618,0,0
1881,Healthcare,9,17.49,6,2,700,0,1
1882,Consulting,22,19.68,4,0,652,0,0
1883,Retail,4,33.78,2,0,630,0,0
1884,Retail,2,24.7,7,2,665,0,1
1885,Tech,14,4.92,5,0,642,0,0
1886,Manufacturing,3,19.68,9,0,642,0,1
1887,Manufacturing,18,5.18,5,0,761,0,1
1888,Consulting,21,9.94,8,0,697,0,0
1889,Manufacturing,6,0.86,9,0,626,0,0
1890,Healthcare,11,9.47,7,0,696,0,0
1891,Manufacturing,21,16.86,3,0,690,0,0
1892,Consulting,18,27.14,5,0,671,0,0
1893,Manufacturing,12,46.0,5,0,714,0,1
1894,Healthcare,5,27.25,4,1,685,0,0
1895,Tech,9,35.43,4,2,663,0,1
1896,Consulting,20,18.21,4,0,690,0,0
1897,Tech,18,37.71,5,0,749,0,0
1898,Tech,19,31.21,11,0,761,0,1
1899,Tech,3,23.26,4,0,727,0,0
1900,Retail,9,10.09,4,1,741,0,0
1901,Retail,4,15.53,4,0,746,0,0
1902,Tech,17,31.24,4,0,755,0,0
1903,Consulting,17,21.59,5,2,800,0,1
1904,Healthcare,23,44.52,2,0,644,0,1
1905,Healthcare,23,12.12,6,0,736,0,0
1906,Manufacturing,2,4.12,12,0,812,0,0
1907,Consulting,9,29.67,6,0,622,0,0
1908,Retail,9,44.36,6,0,780,0,1
1909,Tech,5,18.55,7,0,645,1,0
1910,Manufacturing,15,32.56,6,0,735,0,0
1911,Healthcare,15,11.95,6,0,704,0,0
1912,Retail,3,28.14,4,0,704,0,0
1913,Retail,19,39.45,7,0,513,0,1
1914,Tech,3,43.42,4,2,583,0,0
1915,Healthcare,6,5.7,6,0,673,1,1
1916,Consulting,4,18.14,4,0,694,0,0
1917,Retail,24,32.16,4,1,722,1,0
1918,Tech,13,2.22,7,0,663,0,0
1919,Consulting,13,34.69,2,0,686,1,1
1920,Healthcare,11,26.64,2,0,646,0,0
1921,Retail,5,14.78,10,0,639,0,0
1922,Consulting,1,40.83,6,0,668,0,0
1923,Consulting,9,14.86,4,0,589,0,0
1924,Consulting,17,49.58,4,1,723,0,0
1925,Retail,22,40.91,3,0,734,0,0
1926,Retail,1,35.55,2,0,764,0,0
1927,Manufacturing,3,3.54,2,1,832,0,0
1928,Healthcare,15,45.26,6,0,665,1,0
1929,Tech,21,39.61,3,0,771,0,1
1930,Consulting,23,11.84,3,2,682,0,0
1931,Manufacturing,10,19.92,0,1,717,0,0
1932,Tech,8,13.8,7,0,722,0,0
1933,Manufacturing,12,49.23,4,0,754,0,0
1934,Retail,22,42.78,5,0,685,0,0
1935,Consulting,15,46.55,3,0,598,0,0
1936,Tech,9,39.54,4,0,682,0,0
1937,Tech,24,23.09,5,0,797,0,0
1938,Tech,10,10.67,3,0,713,0,0
1939,Tech,20,10.8,3,0,775,0,0
1940,Tech,9,8.01,4,0,773,0,0
1941,Manufacturing,15,27.56,5,0,714,0,0
1942,Consulting,23,46.04,5,1,675,1,0
1943,Retail,21,49.59,2,0,668,0,0
1944,Retail,21,14.72,4,1,717,0,0
1945,Retail,1,35.02,6,2,731,0,0
1946,Retail,2,30.06,6,2,772,0,0
1947,Manufacturing,19,24.7,10,0,642,0,1
1948,Healthcare,14,33.46,3,1,653,0,1
1949,Consulting,8,18.88,6,0,714,0,1
1950,Tech,6,47.25,5,0,649,0,1
1951,Healthcare,12,35.42,5,0,734,0,0
1952,Retail,15,37.83,5,1,706,0,0
1953,Healthcare,14,12.5,1,0,659,0,0
1954,Consulting,21,8.84,9,0,806,0,0
1955,Tech,1,20.02,6,0,712,1,0
1956,Tech,11,38.45,2,1,741,1,0
1957,Consulting,3,46.97,2,0,742,0,1
1958,Consulting,19,21.65,10,0,771,0,0
1959,Retail,18,38.82,6,0,736,1,1
1960,Tech,20,23.79,4,0,710,0,0
1961,Healthcare,2,15.11,3,0,679,0,0
1962,Manufacturing,7,37.09,7,0,751,1,1
1963,Manufacturing,8,40.01,7,0,774,0,0
1964,Consulting,19,10.54,9,2,777,0,1
1965,Retail,22,15.61,7,0,783,0,0
1966,Manufacturing,15,24.99,6,0,712,0,0
1967,Tech,10,9.73,5,0,678,0,0
1968,Consulting,22,46.48,5,0,677,0,0
1969,Healthcare,1,29.77,5,2,696,1,1
1970,Consulting,6,6.5,4,1,766,1,0
1971,Healthcare,13,9.61,5,0,798,0,0
1972,Consulting,14,47.74,6,2,753,1,1
1973,Consulting,3,37.04,8,0,648,0,1
1974,Consulting,11,36.85,5,0,647,0,0
1975,Healthcare,3,4.09,2,0,712,0,0
1976,Healthcare,19,44.82,3,1,635,0,0
1977,Consulting,10,22.46,5,0,678,0,0
1978,Manufacturing,15,33.16,5,2,675,0,0
1979,Retail,11,48.0,3,0,702,0,0
1980,Retail,15,5.45,5,2,746,0,0
1981,Retail,24,24.37,3,0,651,0,0
1982,Healthcare,13,2.96,10,0,715,0,0
1983,Healthcare,5,25.23,6,0,694,1,0
1984,Manufacturing,4,12.99,3,1,696,1,0
1985,Retail,13,45.6,3,0,729,0,0
1986,Retail,9,20.23,7,1,682,0,1
1987,Consulting,17,31.88,5,1,716,0,0
1988,Healthcare,2,43.08,8,0,736,0,0
1989,Retail,24,49.19,5,2,689,0,1
1990,Manufacturing,5,25.44,8,0,712,1,0
1991,Manufacturing,16,23.06,6,1,721,0,1
1992,Retail,7,4.25,6,0,671,0,0
1993,Healthcare,1,1.13,8,1,676,0,0
1994,Manufacturing,12,30.64,8,2,623,0,1
1995,Consulting,21,3.74,6,0,660,1,0
1996,Manufacturing,11,19.33,5,0,635,0,0
1997,Tech,12,0.68,3,0,703,0,0
1998,Tech,19,30.95,5,0,738,0,1
1999,Healthcare,12,21.56,4,0,732,0,1
2000,Retail,12,6.79,5,0,747,0,0
2001,Healthcare,14,15.17,3,1,697,0,0
2002,Healthcare,2,28.7,4,1,700,0,0
2003,Healthcare,2,33.01,6,0,766,0,0
2004,Healthcare,4,23.39,12,0,630,1,0
2005,Consulting,20,40.3,5,0,619,0,0
2006,Consulting,23,6.07,8,1,696,0,0
2007,Manufacturing,16,4.69,9,0,734,0,0
2008,Tech,10,2.69,5,0,648,0,0
2009,Healthcare,13,27.02,6,0,703,1,0
2010,Manufacturing,2,35.46,6,0,686,1,0
2011,Tech,3,6.96,0,0,650,1,0
2012,Retail,19,32.13,5,0,705,0,1
2013,Consulting,6,24.11,4,0,614,1,1
2014,Tech,19,49.37,2,0,723,1,0
2015,Retail,21,36.01,6,0,743,0,0
2016,Tech,20,33.04,5,0,668,0,0
2017,Consulting,19,28.74,4,1,741,0,1
2018,Consulting,8,49.87,6,0,727,1,1
2019,Manufacturing,14,49.03,3,0,652,1,0
2020,Healthcare,10,27.14,10,0,690,1,1
2021,Tech,3,23.03,6,0,725,0,0
2022,Tech,6,23.37,5,0,718,0,0
2023,Retail,15,21.7,6,0,630,0,0
2024,Consulting,23,26.8,4,0,721,0,0
2025,Tech,23,14.04,5,0,643,0,0
2026,Consulting,18,46.38,3,1,619,1,0
2027,Tech,14,24.77,5,1,720,0,0
2028,Manufacturing,19,42.18,4,0,692,0,1
2029,Healthcare,10,24.03,3,0,705,0,0
2030,Tech,15,36.06,6,0,763,0,0
2031,Consulting,4,17.18,4,1,688,0,1
2032,Manufacturing,23,31.43,3,0,659,0,0
2033,Tech,2,25.17,5,0,627,0,0
2034,Retail,3,18.67,4,0,749,0,0
2035,Healthcare,7,44.14,1,0,716,0,0
2036,Tech,23,6.08,3,0,714,0,0
2037,Manufacturing,16,24.6,5,0,731,0,0
2038,Retail,10,10.12,6,0,770,1,0
2039,Manufacturing,19,43.12,3,2,655,0,0
2040,Manufacturing,17,13.05,5,1,652,0,0
2041,Retail,19,31.85,3,0,691,1,0
2042,Manufacturing,5,8.7,7,0,652,0,0
2043,Retail,23,20.54,5,0,708,0,0
2044,Tech,20,45.02,4,0,679,0,0
2045,Retail,13,8.72,9,0,724,0,0
2046,Retail,13,33.33,2,0,683,0,1
2047,Healthcare,11,10.62,2,1,714,0,0
2048,Retail,11,21.08,6,0,670,0,0
2049,Retail,16,27.26,12,0,719,1,0
2050,Tech,15,29.08,2,0,735,0,0
2051,Healthcare,17,30.32,6,0,689,0,0
2052,Consulting,22,32.19,3,0,727,0,0
2053,Tech,18,13.95,6,0,681,0,0
2054,Tech,19,20.37,9,0,655,0,1
2055,Consulting,4,2.35,4,0,729,1,0
2056,Retail,22,38.55,5,0,706,1,1
2057,Manufacturing,22,41.94,5,0,751,0,1
2058,Healthcare,23,10.36,2,0,642,0,0
2059,Manufacturing,5,10.47,4,1,685,0,1
2060,Consulting,7,2.58,7,0,675,0,0
2061,Tech,2,48.53,5,0,696,0,0
2062,Tech,1,40.46,5,0,638,0,1
2063,Healthcare,12,18.35,6,2,754,1,0
2064,Tech,10,24.35,5,0,688,0,1
2065,Tech,8,14.95,3,1,602,1,0
2066,Healthcare,1,30.06,5,0,626,0,0
2067,Healthcare,12,36.01,6,0,679,0,0
2068,Consulting,2,22.64,5,1,634,0,0
2069,Tech,10,43.74,5,0,709,1,0
2070,Tech,22,26.09,9,1,757,1,0
2071,Consulting,17,7.64,6,0,663,0,0
2072,Retail,3,31.3,4,1,724,0,0
2073,Retail,7,23.38,5,0,766,0,0
2074,Retail,12,46.82,7,2,544,0,0
2075,Consulting,8,19.9,6,0,685,0,1
2076,Tech,20,20.44,6,0,667,0,0
2077,Consulting,12,32.71,4,0,662,0,0
2078,Consulting,3,26.59,6,2,726,0,1
2079,Retail,17,19.04,5,1,666,0,0
2080,Manufacturing,9,49.49,7,0,709,0,0
2081,Tech,10,15.46,7,0,711,0,0
2082,Retail,22,14.24,2,0,675,1,1
2083,Manufacturing,6,43.29,9,1,775,0,0
2084,Manufacturing,1,0.67,7,1,773,0,0
2085,Healthcare,22,10.46,6,0,581,0,1
2086,Tech,12,29.73,4,2,730,0,0
2087,Manufacturing,5,8.54,5,0,709,0,0
2088,Retail,13,49.3,3,1,646,0,1
2089,Healthcare,15,23.48,3,0,701,0,0
2090,Tech,22,30.07,8,0,746,0,0
2091,Consulting,11,8.44,4,1,681,0,0
2092,Retail,8,14.82,5,1,668,0,0
2093,Manufacturing,5,30.92,6,0,698,0,0
2094,Manufacturing,2,27.7,4,0,706,0,0
2095,Retail,12,39.33,4,1,701,0,0
2096,Manufacturing,2,13.83,4,0,715,0,0
2097,Healthcare,16,32.85,4,1,652,0,1
2098,Tech,21,14.9,6,0,735,0,0
2099,Healthcare,3,29.54,4,1,721,0,0
2100,Manufacturing,10,30.45,5,1,740,0,0
2101,Consulting,19,6.53,5,0,635,0,0
2102,Tech,8,27.66,7,1,755,0,0
2103,Tech,7,1.09,2,0,722,0,0
2104,Retail,1,25.31,2,1,641,0,0
2105,Retail,12,35.03,6,0,690,0,0
2106,Consulting,5,4.11,4,0,715,0,0
2107,Tech,16,46.97,5,0,775,0,0
2108,Consulting,4,23.21,2,0,654,0,0
2109,Retail,17,46.95,3,1,850,0,0
2110,Retail,24,5.82,5,0,682,0,0
2111,Tech,21,47.52,7,0,628,0,0
2112,Healthcare,2,5.91,6,0,719,0,0
2113,Manufacturing,12,23.34,8,0,673,0,0
2114,Retail,1,46.93,2,1,600,0,1
2115,Retail,12,12.02,4,1,757,0,0
2116,Healthcare,12,2.22,6,1,712,0,0
2117,Healthcare,12,39.76,7,0,777,0,1
2118,Consulting,19,30.0,4,0,689,1,1
2119,Consulting,17,25.94,7,0,650,0,0
2120,Manufacturing,20,2.2,6,0,642,0,1
2121,Manufacturing,24,32.83,10,1,636,1,1
2122,Tech,24,9.0,9,0,728,0,0
2123,Consulting,11,46.59,4,1,719,0,1
2124,Retail,13,34.44,4,1,653,0,0
2125,Consulting,8,35.5,2,0,670,0,0
2126,Retail,10,12.01,6,0,767,0,0
2127,Healthcare,8,44.1,3,0,719,0,0
2128,Consulting,20,27.12,8,0,754,0,1
2129,Healthcare,8,42.93,5,0,719,0,1
2130,Manufacturing,9,13.91,3,0,737,0,0
2131,Manufacturing,7,37.9,6,0,708,0,1
2132,Tech,14,28.94,2,0,584,0,0
2133,Consulting,2,2.9,7,0,752,0,0
2134,Healthcare,11,20.56,3,1,686,1,0
2135,Retail,8,9.6,4,0,690,0,0
2136,Manufacturing,13,18.28,4,2,676,0,0
2137,Manufacturing,21,19.48,12,2,696,0,0
2138,Retail,15,24.01,5,0,658,0,0
2139,Healthcare,3,30.21,6,0,785,1,0
2140,Healthcare,23,28.76,2,0,704,0,1
2141,Consulting,14,2.43,8,0,666,0,0
2142,Consulting,15,37.66,10,0,663,0,0
2143,Tech,2,47.48,1,0,679,0,0
2144,Manufacturing,19,17.76,2,0,726,0,0
2145,Consulting,12,9.4,4,0,791,0,0
2146,Healthcare,20,27.23,8,0,675,0,0
2147,Retail,4,35.39,5,0,742,0,0
